 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> January 25, 2022 
 ==================================================================

 Disk File Name = SRIM Outputs\185Hg_60Ni.txt

 Ion = Mercury [80] , Mass = 185 amu

 Target Density =  8.8955E+00 g/cm3 = 8.9281E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Ni     28    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   2.810E-01  4.237E+00      38 A        16 A        11 A   
  11.00 keV   2.947E-01  4.406E+00      40 A        16 A        12 A   
  12.00 keV   3.078E-01  4.565E+00      42 A        17 A        12 A   
  13.00 keV   3.204E-01  4.712E+00      44 A        18 A        13 A   
  14.00 keV   3.325E-01  4.852E+00      45 A        18 A        13 A   
  15.00 keV   3.441E-01  4.983E+00      47 A        19 A        14 A   
  16.00 keV   3.554E-01  5.107E+00      49 A        19 A        14 A   
  17.00 keV   3.664E-01  5.225E+00      50 A        20 A        15 A   
  18.00 keV   3.770E-01  5.337E+00      52 A        20 A        15 A   
  20.00 keV   3.974E-01  5.546E+00      55 A        21 A        16 A   
  22.50 keV   4.215E-01  5.783E+00      58 A        22 A        17 A   
  25.00 keV   4.443E-01  5.998E+00      62 A        24 A        18 A   
  27.50 keV   4.660E-01  6.194E+00      65 A        25 A        18 A   
  30.00 keV   4.867E-01  6.374E+00      69 A        26 A        19 A   
  32.50 keV   5.066E-01  6.540E+00      72 A        27 A        20 A   
  35.00 keV   5.257E-01  6.694E+00      75 A        28 A        21 A   
  37.50 keV   5.441E-01  6.838E+00      78 A        29 A        22 A   
  40.00 keV   5.620E-01  6.972E+00      81 A        30 A        22 A   
  45.00 keV   5.961E-01  7.216E+00      87 A        31 A        24 A   
  50.00 keV   6.283E-01  7.434E+00      93 A        33 A        25 A   
