 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> September 24, 2024 
 ==================================================================

 Disk File Name = SRIM Outputs\214Ra_Si.txt

 Ion = Radium [88] , Mass = 214 amu

 Target Density =  2.3212E+00 g/cm3 = 4.9770E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Si     14    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   6.910E-01  5.909E+00     121 A        31 A        23 A   
  11.00 keV   7.248E-01  6.150E+00     127 A        32 A        24 A   
  12.00 keV   7.570E-01  6.374E+00     132 A        34 A        24 A   
  13.00 keV   7.879E-01  6.585E+00     137 A        35 A        25 A   
  14.00 keV   8.177E-01  6.783E+00     142 A        36 A        26 A   
  15.00 keV   8.464E-01  6.970E+00     147 A        37 A        27 A   
  16.00 keV   8.741E-01  7.148E+00     152 A        38 A        28 A   
  17.00 keV   9.010E-01  7.316E+00     157 A        39 A        29 A   
  18.00 keV   9.271E-01  7.476E+00     162 A        40 A        30 A   
  20.00 keV   9.773E-01  7.776E+00     171 A        42 A        31 A   
  22.50 keV   1.037E+00  8.116E+00     182 A        44 A        33 A   
  25.00 keV   1.093E+00  8.424E+00     192 A        46 A        35 A   
  27.50 keV   1.146E+00  8.706E+00     202 A        48 A        36 A   
  30.00 keV   1.197E+00  8.966E+00     212 A        50 A        38 A   
  32.50 keV   1.246E+00  9.206E+00     221 A        52 A        40 A   
  35.00 keV   1.293E+00  9.429E+00     230 A        54 A        41 A   
  37.50 keV   1.338E+00  9.637E+00     239 A        56 A        43 A   
  40.00 keV   1.382E+00  9.832E+00     248 A        57 A        44 A   
  45.00 keV   1.466E+00  1.019E+01     265 A        60 A        47 A   
  50.00 keV   1.545E+00  1.051E+01     282 A        64 A        49 A   
