 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> March 16, 2016 
 ==================================================================

 Disk File Name = SRIM Outputs\84Kr_150Nd.txt

 Ion = Krypton [36] , Mass = 84 amu

 Target Density =  7.0080E+00 g/cm3 = 2.8135E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Nd     60    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   1.160E-01  1.146E+00      81 A        66 A        51 A   
  11.00 keV   1.216E-01  1.182E+00      86 A        70 A        53 A   
  12.00 keV   1.270E-01  1.216E+00      91 A        73 A        56 A   
  13.00 keV   1.322E-01  1.246E+00      96 A        76 A        58 A   
  14.00 keV   1.372E-01  1.275E+00     101 A        80 A        61 A   
  15.00 keV   1.420E-01  1.301E+00     105 A        83 A        63 A   
  16.00 keV   1.467E-01  1.326E+00     110 A        86 A        65 A   
  17.00 keV   1.512E-01  1.350E+00     114 A        89 A        68 A   
  18.00 keV   1.556E-01  1.371E+00     119 A        92 A        70 A   
  20.00 keV   1.640E-01  1.411E+00     127 A        98 A        74 A   
  22.50 keV   1.739E-01  1.456E+00     138 A       106 A        79 A   
  25.00 keV   1.833E-01  1.495E+00     148 A       113 A        84 A   
  27.50 keV   1.923E-01  1.529E+00     158 A       120 A        89 A   
  30.00 keV   2.008E-01  1.560E+00     168 A       126 A        94 A   
  32.50 keV   2.090E-01  1.588E+00     178 A       133 A        99 A   
  35.00 keV   2.169E-01  1.613E+00     188 A       140 A       103 A   
  37.50 keV   2.245E-01  1.636E+00     198 A       146 A       108 A   
  40.00 keV   2.319E-01  1.657E+00     207 A       153 A       112 A   
  45.00 keV   2.460E-01  1.694E+00     226 A       165 A       121 A   
  50.00 keV   2.593E-01  1.726E+00     245 A       177 A       129 A   
