 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> March 16, 2016 
 ==================================================================

 Disk File Name = SRIM Outputs\148Ce_208Pb.txt

 Ion = Cerium [58] , Mass = 148 amu

 Target Density =  1.1344E+01 g/cm3 = 3.2842E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Pb     82    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   4.285E-02  1.339E+00      53 A        42 A        32 A   
  11.00 keV   4.495E-02  1.392E+00      55 A        44 A        34 A   
  12.00 keV   4.694E-02  1.442E+00      58 A        46 A        35 A   
  13.00 keV   4.886E-02  1.488E+00      61 A        48 A        36 A   
  14.00 keV   5.071E-02  1.532E+00      63 A        50 A        38 A   
  15.00 keV   5.249E-02  1.573E+00      66 A        52 A        39 A   
  16.00 keV   5.421E-02  1.612E+00      69 A        54 A        40 A   
  17.00 keV   5.587E-02  1.648E+00      71 A        55 A        42 A   
  18.00 keV   5.749E-02  1.684E+00      73 A        57 A        43 A   
  20.00 keV   6.060E-02  1.749E+00      78 A        60 A        45 A   
  22.50 keV   6.428E-02  1.823E+00      84 A        64 A        48 A   
  25.00 keV   6.776E-02  1.890E+00      89 A        68 A        51 A   
  27.50 keV   7.107E-02  1.951E+00      95 A        72 A        53 A   
  30.00 keV   7.423E-02  2.007E+00     100 A        75 A        56 A   
  32.50 keV   7.726E-02  2.059E+00     105 A        79 A        58 A   
  35.00 keV   8.017E-02  2.107E+00     110 A        82 A        60 A   
  37.50 keV   8.299E-02  2.152E+00     115 A        85 A        63 A   
  40.00 keV   8.571E-02  2.194E+00     120 A        89 A        65 A   
  45.00 keV   9.091E-02  2.270E+00     130 A        95 A        69 A   
  50.00 keV   9.582E-02  2.337E+00     139 A       101 A        73 A   
