 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> November 02, 2022 
 ==================================================================

 Disk File Name = SRIM Outputs\132Sb_194Pt.txt

 Ion = Antimony [51] , Mass = 132 amu

 Target Density =  2.1450E+01 g/cm3 = 6.6583E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Pt     78    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   3.839E-02  1.303E+00      28 A        22 A        17 A   
  11.00 keV   4.026E-02  1.352E+00      29 A        24 A        18 A   
  12.00 keV   4.205E-02  1.398E+00      31 A        25 A        19 A   
  13.00 keV   4.377E-02  1.441E+00      32 A        26 A        19 A   
  14.00 keV   4.542E-02  1.482E+00      34 A        27 A        20 A   
  15.00 keV   4.702E-02  1.520E+00      35 A        28 A        21 A   
  16.00 keV   4.856E-02  1.555E+00      36 A        29 A        22 A   
  17.00 keV   5.005E-02  1.589E+00      38 A        29 A        22 A   
  18.00 keV   5.150E-02  1.621E+00      39 A        30 A        23 A   
  20.00 keV   5.429E-02  1.681E+00      42 A        32 A        24 A   
  22.50 keV   5.758E-02  1.748E+00      45 A        34 A        26 A   
  25.00 keV   6.070E-02  1.809E+00      48 A        36 A        27 A   
  27.50 keV   6.366E-02  1.864E+00      51 A        38 A        29 A   
  30.00 keV   6.649E-02  1.914E+00      54 A        40 A        30 A   
  32.50 keV   6.920E-02  1.960E+00      57 A        42 A        31 A   
  35.00 keV   7.182E-02  2.003E+00      59 A        44 A        33 A   
  37.50 keV   7.434E-02  2.043E+00      62 A        46 A        34 A   
  40.00 keV   7.678E-02  2.079E+00      65 A        48 A        35 A   
  45.00 keV   8.143E-02  2.146E+00      70 A        51 A        38 A   
  50.00 keV   8.584E-02  2.205E+00      76 A        55 A        40 A   
