 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> November 02, 2022 
 ==================================================================

 Disk File Name = SRIM Outputs\131Sb_194Pt.txt

 Ion = Antimony [51] , Mass = 131 amu

 Target Density =  2.1450E+01 g/cm3 = 6.6583E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Pt     78    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   3.853E-02  1.298E+00      28 A        22 A        17 A   
  11.00 keV   4.041E-02  1.348E+00      29 A        24 A        18 A   
  12.00 keV   4.221E-02  1.394E+00      31 A        25 A        19 A   
  13.00 keV   4.394E-02  1.437E+00      32 A        26 A        19 A   
  14.00 keV   4.559E-02  1.477E+00      34 A        27 A        20 A   
  15.00 keV   4.719E-02  1.514E+00      35 A        28 A        21 A   
  16.00 keV   4.874E-02  1.550E+00      36 A        29 A        22 A   
  17.00 keV   5.024E-02  1.584E+00      38 A        29 A        22 A   
  18.00 keV   5.170E-02  1.616E+00      39 A        30 A        23 A   
  20.00 keV   5.450E-02  1.675E+00      42 A        32 A        24 A   
  22.50 keV   5.780E-02  1.742E+00      45 A        34 A        26 A   
  25.00 keV   6.093E-02  1.803E+00      48 A        36 A        27 A   
  27.50 keV   6.390E-02  1.857E+00      51 A        38 A        29 A   
  30.00 keV   6.674E-02  1.907E+00      54 A        40 A        30 A   
  32.50 keV   6.947E-02  1.953E+00      57 A        42 A        31 A   
  35.00 keV   7.209E-02  1.996E+00      59 A        44 A        33 A   
  37.50 keV   7.462E-02  2.035E+00      62 A        46 A        34 A   
  40.00 keV   7.707E-02  2.072E+00      65 A        48 A        35 A   
  45.00 keV   8.174E-02  2.138E+00      70 A        51 A        38 A   
  50.00 keV   8.616E-02  2.197E+00      76 A        55 A        40 A   
