 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> October 30, 2024 
 ==================================================================

 Disk File Name = SRIM Outputs\144Ce_58Ni.txt

 Ion = Cerium [58] , Mass = 144 amu

 Target Density =  8.8955E+00 g/cm3 = 9.2360E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Ni     28    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
  10.00 MeV   6.077E+00  2.265E+00    1.39 um     2231 A      2200 A   
  11.00 MeV   6.539E+00  2.132E+00    1.51 um     2349 A      2358 A   
  12.00 MeV   6.999E+00  2.016E+00    1.63 um     2455 A      2506 A   
  13.00 MeV   7.457E+00  1.914E+00    1.75 um     2551 A      2643 A   
  14.00 MeV   7.912E+00  1.823E+00    1.86 um     2638 A      2771 A   
  15.00 MeV   8.362E+00  1.741E+00    1.97 um     2717 A      2891 A   
  16.00 MeV   8.808E+00  1.668E+00    2.07 um     2789 A      3002 A   
  17.00 MeV   9.248E+00  1.601E+00    2.18 um     2854 A      3107 A   
  18.00 MeV   9.681E+00  1.539E+00    2.27 um     2915 A      3205 A   
  20.00 MeV   1.053E+01  1.432E+00    2.46 um     3027 A      3383 A   
  22.50 MeV   1.155E+01  1.319E+00    2.68 um     3148 A      3579 A   
  25.00 MeV   1.252E+01  1.224E+00    2.89 um     3249 A      3749 A   
  27.50 MeV   1.345E+01  1.143E+00    3.08 um     3336 A      3900 A   
  30.00 MeV   1.434E+01  1.074E+00    3.27 um     3410 A      4033 A   
  32.50 MeV   1.519E+01  1.013E+00    3.44 um     3476 A      4153 A   
  35.00 MeV   1.600E+01  9.598E-01    3.61 um     3534 A      4261 A   
  37.50 MeV   1.678E+01  9.122E-01    3.77 um     3585 A      4359 A   
  40.00 MeV   1.753E+01  8.697E-01    3.92 um     3631 A      4449 A   
  45.00 MeV   1.895E+01  7.965E-01    4.21 um     3722 A      4607 A   
  50.00 MeV   2.027E+01  7.357E-01    4.48 um     3799 A      4743 A   
  55.00 MeV   2.151E+01  6.844E-01    4.74 um     3864 A      4862 A   
  60.00 MeV   2.267E+01  6.404E-01    4.98 um     3920 A      4967 A   
  65.00 MeV   2.378E+01  6.023E-01    5.22 um     3970 A      5061 A   
  70.00 MeV   2.483E+01  5.688E-01    5.44 um     4015 A      5146 A   
  80.00 MeV   2.679E+01  5.127E-01    5.86 um     4112 A      5292 A   
  90.00 MeV   2.858E+01  4.676E-01    6.26 um     4193 A      5416 A   
 100.00 MeV   3.023E+01  4.303E-01    6.63 um     4262 A      5522 A   
 110.00 MeV   3.175E+01  3.990E-01    6.99 um     4323 A      5615 A   
 120.00 MeV   3.317E+01  3.723E-01    7.33 um     4376 A      5698 A   
 130.00 MeV   3.448E+01  3.492E-01    7.66 um     4424 A      5771 A   
 140.00 MeV   3.571E+01  3.291E-01    7.98 um     4467 A      5838 A   
 150.00 MeV   3.685E+01  3.113E-01    8.28 um     4507 A      5899 A   
 160.00 MeV   3.792E+01  2.955E-01    8.58 um     4543 A      5955 A   
 170.00 MeV   3.891E+01  2.813E-01    8.87 um     4577 A      6007 A   
 180.00 MeV   3.984E+01  2.685E-01    9.15 um     4609 A      6055 A   
 200.00 MeV   4.152E+01  2.464E-01    9.70 um     4698 A      6141 A   
 225.00 MeV   4.333E+01  2.238E-01   10.36 um     4816 A      6237 A   
 250.00 MeV   4.487E+01  2.052E-01   10.99 um     4921 A      6320 A   
 275.00 MeV   4.617E+01  1.897E-01   11.60 um     5016 A      6395 A   
 300.00 MeV   4.753E+01  1.765E-01   12.20 um     5104 A      6463 A   
