 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> October 25, 2016 
 ==================================================================

 Disk File Name = SRIM Outputs\142Xe_206Pb.txt

 Ion = Xenon [54] , Mass = 142 amu

 Target Density =  1.1344E+01 g/cm3 = 3.3161E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Pb     82    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
   9.00 MeV   2.912E+00  1.197E+00    1.68 um     5502 A      4733 A   
  10.00 MeV   3.154E+00  1.127E+00    1.85 um     5863 A      5139 A   
  11.00 MeV   3.396E+00  1.066E+00    2.03 um     6190 A      5519 A   
  12.00 MeV   3.639E+00  1.012E+00    2.19 um     6488 A      5874 A   
  13.00 MeV   3.883E+00  9.635E-01    2.35 um     6759 A      6208 A   
  14.00 MeV   4.128E+00  9.205E-01    2.51 um     7005 A      6520 A   
  15.00 MeV   4.373E+00  8.817E-01    2.66 um     7231 A      6812 A   
  16.00 MeV   4.620E+00  8.464E-01    2.80 um     7437 A      7086 A   
  17.00 MeV   4.866E+00  8.143E-01    2.94 um     7626 A      7343 A   
  18.00 MeV   5.112E+00  7.848E-01    3.08 um     7800 A      7585 A   
  20.00 MeV   5.603E+00  7.326E-01    3.34 um     8111 A      8027 A   
  22.50 MeV   6.209E+00  6.775E-01    3.64 um     8439 A      8511 A   
  25.00 MeV   6.804E+00  6.311E-01    3.92 um     8714 A      8933 A   
  27.50 MeV   7.384E+00  5.913E-01    4.19 um     8946 A      9304 A   
  30.00 MeV   7.947E+00  5.568E-01    4.43 um     9146 A      9632 A   
  32.50 MeV   8.491E+00  5.266E-01    4.67 um     9319 A      9925 A   
  35.00 MeV   9.017E+00  4.999E-01    4.89 um     9470 A      1.02 um  
  37.50 MeV   9.522E+00  4.760E-01    5.11 um     9603 A      1.04 um  
  40.00 MeV   1.001E+01  4.546E-01    5.31 um     9723 A      1.06 um  
  45.00 MeV   1.093E+01  4.176E-01    5.70 um     9933 A      1.10 um  
  50.00 MeV   1.177E+01  3.867E-01    6.06 um     1.01 um     1.14 um  
  55.00 MeV   1.256E+01  3.606E-01    6.40 um     1.03 um     1.16 um  
  60.00 MeV   1.329E+01  3.381E-01    6.72 um     1.04 um     1.19 um  
  65.00 MeV   1.396E+01  3.185E-01    7.02 um     1.05 um     1.21 um  
  70.00 MeV   1.460E+01  3.012E-01    7.32 um     1.06 um     1.23 um  
  80.00 MeV   1.575E+01  2.723E-01    7.87 um     1.08 um     1.27 um  
  90.00 MeV   1.677E+01  2.489E-01    8.40 um     1.09 um     1.29 um  
 100.00 MeV   1.770E+01  2.295E-01    8.89 um     1.10 um     1.32 um  
 110.00 MeV   1.853E+01  2.132E-01    9.36 um     1.11 um     1.34 um  
 120.00 MeV   1.930E+01  1.992E-01    9.82 um     1.12 um     1.36 um  
 130.00 MeV   2.000E+01  1.871E-01   10.26 um     1.13 um     1.38 um  
 140.00 MeV   2.065E+01  1.765E-01   10.68 um     1.14 um     1.40 um  
 150.00 MeV   2.125E+01  1.672E-01   11.10 um     1.15 um     1.41 um  
 160.00 MeV   2.181E+01  1.588E-01   11.50 um     1.15 um     1.43 um  
 170.00 MeV   2.234E+01  1.514E-01   11.89 um     1.16 um     1.44 um  
 180.00 MeV   2.283E+01  1.446E-01   12.28 um     1.16 um     1.45 um  
 200.00 MeV   2.372E+01  1.329E-01   13.02 um     1.18 um     1.47 um  
 225.00 MeV   2.469E+01  1.209E-01   13.92 um     1.19 um     1.50 um  
 250.00 MeV   2.552E+01  1.110E-01   14.79 um     1.20 um     1.52 um  
 275.00 MeV   2.624E+01  1.027E-01   15.63 um     1.22 um     1.54 um  
 300.00 MeV   2.700E+01  9.571E-02   16.46 um     1.23 um     1.55 um  
 325.00 MeV   2.765E+01  8.964E-02   17.26 um     1.24 um     1.57 um  
 350.00 MeV   2.815E+01  8.434E-02   18.04 um     1.25 um     1.58 um  
 375.00 MeV   2.860E+01  7.969E-02   18.81 um     1.25 um     1.60 um  
 400.00 MeV   2.898E+01  7.555E-02   19.57 um     1.26 um     1.61 um  
 450.00 MeV   2.959E+01  6.853E-02   21.07 um     1.29 um     1.63 um  
 500.00 MeV   3.002E+01  6.278E-02   22.54 um     1.31 um     1.65 um  
 550.00 MeV   3.030E+01  5.798E-02   24.00 um     1.33 um     1.67 um  
 600.00 MeV   3.049E+01  5.391E-02   25.44 um     1.35 um     1.69 um  
