 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> November 02, 2022 
 ==================================================================

 Disk File Name = SRIM Outputs\134Sn_194Pt.txt

 Ion = Tin [50] , Mass = 134 amu

 Target Density =  2.1450E+01 g/cm3 = 6.6583E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Pt     78    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   3.781E-02  1.299E+00      28 A        23 A        17 A   
  11.00 keV   3.965E-02  1.349E+00      30 A        24 A        18 A   
  12.00 keV   4.142E-02  1.395E+00      31 A        25 A        19 A   
  13.00 keV   4.311E-02  1.437E+00      32 A        26 A        19 A   
  14.00 keV   4.473E-02  1.477E+00      34 A        27 A        20 A   
  15.00 keV   4.630E-02  1.515E+00      35 A        28 A        21 A   
  16.00 keV   4.782E-02  1.551E+00      37 A        29 A        22 A   
  17.00 keV   4.929E-02  1.584E+00      38 A        30 A        22 A   
  18.00 keV   5.072E-02  1.616E+00      39 A        30 A        23 A   
  20.00 keV   5.347E-02  1.675E+00      42 A        32 A        24 A   
  22.50 keV   5.671E-02  1.742E+00      45 A        34 A        26 A   
  25.00 keV   5.978E-02  1.802E+00      48 A        37 A        27 A   
  27.50 keV   6.270E-02  1.857E+00      51 A        39 A        29 A   
  30.00 keV   6.548E-02  1.907E+00      54 A        41 A        30 A   
  32.50 keV   6.816E-02  1.952E+00      57 A        43 A        31 A   
  35.00 keV   7.073E-02  1.995E+00      60 A        44 A        33 A   
  37.50 keV   7.321E-02  2.034E+00      63 A        46 A        34 A   
  40.00 keV   7.561E-02  2.070E+00      66 A        48 A        35 A   
  45.00 keV   8.020E-02  2.136E+00      71 A        52 A        38 A   
  50.00 keV   8.454E-02  2.195E+00      76 A        55 A        40 A   
