 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> November 02, 2022 
 ==================================================================

 Disk File Name = SRIM Outputs\131Sb_Si.txt

 Ion = Antimony [51] , Mass = 131 amu

 Target Density =  2.3212E+00 g/cm3 = 4.9770E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Si     14    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   2.322E-01  5.109E+00     124 A        39 A        29 A   
  11.00 keV   2.435E-01  5.274E+00     130 A        41 A        31 A   
  12.00 keV   2.544E-01  5.426E+00     137 A        42 A        32 A   
  13.00 keV   2.647E-01  5.566E+00     143 A        44 A        33 A   
  14.00 keV   2.747E-01  5.696E+00     150 A        46 A        35 A   
  15.00 keV   2.844E-01  5.818E+00     156 A        47 A        36 A   
  16.00 keV   2.937E-01  5.931E+00     162 A        49 A        37 A   
  17.00 keV   3.027E-01  6.037E+00     167 A        50 A        38 A   
  18.00 keV   3.115E-01  6.137E+00     173 A        51 A        40 A   
  20.00 keV   3.284E-01  6.321E+00     184 A        54 A        42 A   
  22.50 keV   3.483E-01  6.523E+00     198 A        58 A        45 A   
  25.00 keV   3.671E-01  6.703E+00     211 A        61 A        47 A   
  27.50 keV   3.850E-01  6.862E+00     224 A        64 A        50 A   
  30.00 keV   4.022E-01  7.005E+00     237 A        67 A        53 A   
  32.50 keV   4.186E-01  7.135E+00     250 A        70 A        55 A   
  35.00 keV   4.344E-01  7.252E+00     262 A        73 A        57 A   
  37.50 keV   4.496E-01  7.359E+00     274 A        76 A        60 A   
  40.00 keV   4.644E-01  7.457E+00     286 A        78 A        62 A   
  45.00 keV   4.926E-01  7.630E+00     309 A        84 A        67 A   
  50.00 keV   5.192E-01  7.778E+00     332 A        89 A        71 A   
