 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2008.04

SRIM
              Calc. date   ---> July 19, 2023 
 ==================================================================

 Disk File Name = SRIM Outputs\Hg184_48Ti

 Ion = Mercury [80] , Mass = 184 amu

 Target Density =  4.5189E+00 g/cm3 = 5.6693E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Ti     22    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   4.314E-01  4.658E+00      70 A        25 A        19 A   
  11.00 keV   4.524E-01  4.842E+00      74 A        26 A        19 A   
  12.00 keV   4.726E-01  5.012E+00      77 A        27 A        20 A   
  13.00 keV   4.919E-01  5.171E+00      80 A        28 A        21 A   
  14.00 keV   5.104E-01  5.321E+00      83 A        29 A        22 A   
  15.00 keV   5.283E-01  5.462E+00      86 A        30 A        22 A   
  16.00 keV   5.457E-01  5.595E+00      89 A        31 A        23 A   
  17.00 keV   5.625E-01  5.722E+00      92 A        32 A        24 A   
  18.00 keV   5.788E-01  5.842E+00      95 A        33 A        24 A   
  20.00 keV   6.101E-01  6.066E+00     101 A        34 A        26 A   
  22.50 keV   6.471E-01  6.319E+00     107 A        36 A        27 A   
  25.00 keV   6.821E-01  6.547E+00     114 A        38 A        29 A   
  27.50 keV   7.154E-01  6.756E+00     120 A        40 A        30 A   
  30.00 keV   7.472E-01  6.947E+00     126 A        42 A        32 A   
  32.50 keV   7.777E-01  7.123E+00     132 A        43 A        33 A   
  35.00 keV   8.071E-01  7.286E+00     138 A        45 A        34 A   
  37.50 keV   8.354E-01  7.437E+00     143 A        46 A        35 A   
  40.00 keV   8.628E-01  7.579E+00     149 A        48 A        37 A   
  45.00 keV   9.151E-01  7.836E+00     160 A        51 A        39 A   
