 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> March 16, 2016 
 ==================================================================

 Disk File Name = SRIM Outputs\148Ce_60Ni.txt

 Ion = Cerium [58] , Mass = 148 amu

 Target Density =  8.8955E+00 g/cm3 = 8.9281E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Ni     28    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
  10.00 MeV   5.754E+00  2.179E+00    1.45 um     2345 A      2309 A   
  11.00 MeV   6.188E+00  2.051E+00    1.58 um     2470 A      2477 A   
  12.00 MeV   6.622E+00  1.940E+00    1.71 um     2583 A      2633 A   
  13.00 MeV   7.054E+00  1.841E+00    1.83 um     2685 A      2779 A   
  14.00 MeV   7.482E+00  1.754E+00    1.95 um     2777 A      2915 A   
  15.00 MeV   7.908E+00  1.675E+00    2.06 um     2861 A      3042 A   
  16.00 MeV   8.329E+00  1.604E+00    2.17 um     2938 A      3161 A   
  17.00 MeV   8.745E+00  1.539E+00    2.28 um     3008 A      3272 A   
  18.00 MeV   9.155E+00  1.481E+00    2.39 um     3072 A      3376 A   
  20.00 MeV   9.958E+00  1.377E+00    2.58 um     3192 A      3566 A   
  22.50 MeV   1.093E+01  1.268E+00    2.81 um     3321 A      3774 A   
  25.00 MeV   1.185E+01  1.177E+00    3.03 um     3429 A      3956 A   
  27.50 MeV   1.274E+01  1.100E+00    3.24 um     3521 A      4116 A   
  30.00 MeV   1.359E+01  1.033E+00    3.43 um     3601 A      4258 A   
  32.50 MeV   1.440E+01  9.744E-01    3.61 um     3671 A      4385 A   
  35.00 MeV   1.517E+01  9.229E-01    3.79 um     3732 A      4500 A   
  37.50 MeV   1.592E+01  8.772E-01    3.96 um     3787 A      4605 A   
  40.00 MeV   1.664E+01  8.362E-01    4.12 um     3836 A      4700 A   
  45.00 MeV   1.799E+01  7.658E-01    4.42 um     3933 A      4869 A   
  50.00 MeV   1.926E+01  7.074E-01    4.71 um     4014 A      5014 A   
  55.00 MeV   2.044E+01  6.581E-01    4.98 um     4083 A      5141 A   
  60.00 MeV   2.156E+01  6.157E-01    5.24 um     4143 A      5252 A   
  65.00 MeV   2.262E+01  5.790E-01    5.48 um     4195 A      5352 A   
  70.00 MeV   2.362E+01  5.468E-01    5.72 um     4242 A      5442 A   
  80.00 MeV   2.550E+01  4.929E-01    6.16 um     4345 A      5597 A   
  90.00 MeV   2.722E+01  4.495E-01    6.58 um     4431 A      5729 A   
 100.00 MeV   2.880E+01  4.137E-01    6.97 um     4503 A      5841 A   
 110.00 MeV   3.027E+01  3.836E-01    7.35 um     4567 A      5940 A   
 120.00 MeV   3.163E+01  3.579E-01    7.70 um     4623 A      6027 A   
 130.00 MeV   3.290E+01  3.357E-01    8.05 um     4673 A      6105 A   
 140.00 MeV   3.408E+01  3.163E-01    8.38 um     4719 A      6176 A   
 150.00 MeV   3.519E+01  2.992E-01    8.70 um     4760 A      6240 A   
 160.00 MeV   3.622E+01  2.840E-01    9.01 um     4798 A      6299 A   
 170.00 MeV   3.718E+01  2.704E-01    9.31 um     4834 A      6354 A   
 180.00 MeV   3.808E+01  2.581E-01    9.61 um     4867 A      6405 A   
 200.00 MeV   3.972E+01  2.369E-01   10.18 um     4960 A      6496 A   
 225.00 MeV   4.149E+01  2.151E-01   10.87 um     5082 A      6596 A   
 250.00 MeV   4.299E+01  1.972E-01   11.53 um     5191 A      6684 A   
 275.00 MeV   4.428E+01  1.823E-01   12.17 um     5290 A      6763 A   
 300.00 MeV   4.546E+01  1.696E-01   12.79 um     5381 A      6834 A   
 325.00 MeV   4.681E+01  1.587E-01   13.40 um     5465 A      6899 A   
 350.00 MeV   4.778E+01  1.492E-01   13.99 um     5544 A      6958 A   
 375.00 MeV   4.860E+01  1.409E-01   14.57 um     5618 A      7013 A   
 400.00 MeV   4.934E+01  1.335E-01   15.14 um     5688 A      7065 A   
 450.00 MeV   5.055E+01  1.209E-01   16.26 um     5927 A      7160 A   
 500.00 MeV   5.146E+01  1.106E-01   17.36 um     6146 A      7246 A   
 550.00 MeV   5.213E+01  1.021E-01   18.44 um     6351 A      7324 A   
 600.00 MeV   5.262E+01  9.482E-02   19.51 um     6544 A      7397 A   
 650.00 MeV   5.296E+01  8.859E-02   20.58 um     6729 A      7466 A   
 700.00 MeV   5.318E+01  8.317E-02   21.63 um     6906 A      7531 A   
 800.00 MeV   5.334E+01  7.422E-02   23.74 um     7544 A      7653 A   
 900.00 MeV   5.323E+01  6.710E-02   25.85 um     8130 A      7766 A   
   1.00 GeV   5.294E+01  6.130E-02   27.96 um     8681 A      7873 A   
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  8.8952E+01                 eV / Angstrom 
  8.8952E+02                keV / micron   
  8.8952E+02                MeV / mm       
  1.0000E+00                keV / (ug/cm2) 
  1.0000E+00                MeV / (mg/cm2) 
  1.0000E+03                keV / (mg/cm2) 
  9.9631E+01                 eV / (1E15 atoms/cm2)
  5.0132E-02                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
