 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> October 30, 2024 
 ==================================================================

 Disk File Name = SRIM Outputs\146Ce_58Ni.txt

 Ion = Cerium [58] , Mass = 146 amu

 Target Density =  8.8955E+00 g/cm3 = 9.2360E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Ni     28    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   9.399E-02  3.841E+00      39 A        17 A        13 A   
  11.00 keV   9.858E-02  3.980E+00      41 A        18 A        13 A   
  12.00 keV   1.030E-01  4.108E+00      43 A        19 A        14 A   
  13.00 keV   1.072E-01  4.227E+00      45 A        20 A        15 A   
  14.00 keV   1.112E-01  4.338E+00      47 A        20 A        15 A   
  15.00 keV   1.151E-01  4.442E+00      49 A        21 A        16 A   
  16.00 keV   1.189E-01  4.540E+00      51 A        22 A        16 A   
  17.00 keV   1.226E-01  4.633E+00      53 A        22 A        17 A   
  18.00 keV   1.261E-01  4.720E+00      54 A        23 A        17 A   
  20.00 keV   1.329E-01  4.882E+00      58 A        24 A        18 A   
  22.50 keV   1.410E-01  5.064E+00      62 A        26 A        19 A   
  25.00 keV   1.486E-01  5.226E+00      66 A        27 A        20 A   
  27.50 keV   1.559E-01  5.372E+00      70 A        29 A        21 A   
  30.00 keV   1.628E-01  5.506E+00      74 A        30 A        22 A   
  32.50 keV   1.694E-01  5.627E+00      78 A        31 A        23 A   
  35.00 keV   1.758E-01  5.739E+00      81 A        32 A        24 A   
  37.50 keV   1.820E-01  5.842E+00      85 A        34 A        25 A   
  40.00 keV   1.880E-01  5.937E+00      89 A        35 A        26 A   
  45.00 keV   1.994E-01  6.109E+00      96 A        37 A        28 A   
  50.00 keV   2.102E-01  6.259E+00     103 A        39 A        30 A   
