 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> September 24, 2024 
 ==================================================================

 Disk File Name = SRIM Outputs\212Ra_120Sn.txt.txt

 Ion = Radium [88] , Mass = 212 amu

 Target Density =  7.2816E+00 g/cm3 = 3.6570E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Sn     50    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
  10.00 MeV   5.730E+00  3.932E+00    1.24 um     2822 A      2314 A   
  11.00 MeV   5.988E+00  3.742E+00    1.37 um     3031 A      2525 A   
  12.00 MeV   6.239E+00  3.572E+00    1.50 um     3230 A      2731 A   
  13.00 MeV   6.484E+00  3.420E+00    1.63 um     3419 A      2933 A   
  14.00 MeV   6.726E+00  3.282E+00    1.75 um     3600 A      3130 A   
  15.00 MeV   6.966E+00  3.156E+00    1.88 um     3773 A      3322 A   
  16.00 MeV   7.204E+00  3.042E+00    2.00 um     3938 A      3510 A   
  17.00 MeV   7.443E+00  2.936E+00    2.13 um     4095 A      3693 A   
  18.00 MeV   7.682E+00  2.839E+00    2.25 um     4245 A      3871 A   
  20.00 MeV   8.165E+00  2.665E+00    2.49 um     4530 A      4213 A   
  22.50 MeV   8.779E+00  2.480E+00    2.78 um     4854 A      4614 A   
  25.00 MeV   9.407E+00  2.321E+00    3.06 um     5142 A      4987 A   
  27.50 MeV   1.005E+01  2.185E+00    3.34 um     5399 A      5334 A   
  30.00 MeV   1.070E+01  2.066E+00    3.60 um     5629 A      5655 A   
  32.50 MeV   1.136E+01  1.960E+00    3.85 um     5835 A      5953 A   
  35.00 MeV   1.202E+01  1.866E+00    4.09 um     6020 A      6230 A   
  37.50 MeV   1.269E+01  1.782E+00    4.32 um     6188 A      6487 A   
  40.00 MeV   1.336E+01  1.706E+00    4.54 um     6339 A      6726 A   
  45.00 MeV   1.469E+01  1.575E+00    4.97 um     6614 A      7157 A   
  50.00 MeV   1.600E+01  1.464E+00    5.36 um     6844 A      7533 A   
  55.00 MeV   1.727E+01  1.370E+00    5.73 um     7038 A      7864 A   
