 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> November 02, 2022 
 ==================================================================

 Disk File Name = SRIM Outputs\132Sn_194Pt.txt

 Ion = Tin [50] , Mass = 132 amu

 Target Density =  2.1450E+01 g/cm3 = 6.6583E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Pt     78    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   3.809E-02  1.291E+00      28 A        23 A        17 A   
  11.00 keV   3.995E-02  1.340E+00      29 A        24 A        18 A   
  12.00 keV   4.173E-02  1.385E+00      31 A        25 A        19 A   
  13.00 keV   4.343E-02  1.428E+00      32 A        26 A        20 A   
  14.00 keV   4.507E-02  1.468E+00      34 A        27 A        20 A   
  15.00 keV   4.665E-02  1.505E+00      35 A        28 A        21 A   
  16.00 keV   4.818E-02  1.540E+00      37 A        29 A        22 A   
  17.00 keV   4.967E-02  1.574E+00      38 A        30 A        22 A   
  18.00 keV   5.111E-02  1.605E+00      39 A        31 A        23 A   
  20.00 keV   5.387E-02  1.664E+00      42 A        32 A        24 A   
  22.50 keV   5.714E-02  1.730E+00      45 A        35 A        26 A   
  25.00 keV   6.023E-02  1.790E+00      48 A        37 A        27 A   
  27.50 keV   6.317E-02  1.844E+00      51 A        39 A        29 A   
  30.00 keV   6.598E-02  1.893E+00      54 A        41 A        30 A   
  32.50 keV   6.867E-02  1.939E+00      57 A        43 A        32 A   
  35.00 keV   7.126E-02  1.980E+00      60 A        45 A        33 A   
  37.50 keV   7.377E-02  2.019E+00      63 A        46 A        34 A   
  40.00 keV   7.619E-02  2.055E+00      66 A        48 A        36 A   
  45.00 keV   8.081E-02  2.121E+00      71 A        52 A        38 A   
  50.00 keV   8.518E-02  2.178E+00      76 A        55 A        40 A   
