 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> November 06, 2015 
 ==================================================================

 Disk File Name = SRIM Outputs\112Cd_Si.txt

 Ion = Cadmium [48] , Mass = 112 amu

 Target Density =  2.3212E+00 g/cm3 = 4.9770E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Si     14    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   2.622E-01  5.020E+00     119 A        40 A        30 A   
  11.00 keV   2.750E-01  5.174E+00     126 A        41 A        31 A   
  12.00 keV   2.873E-01  5.315E+00     132 A        43 A        33 A   
  13.00 keV   2.990E-01  5.444E+00     139 A        45 A        34 A   
  14.00 keV   3.103E-01  5.564E+00     145 A        47 A        36 A   
  15.00 keV   3.212E-01  5.675E+00     151 A        48 A        37 A   
  16.00 keV   3.317E-01  5.778E+00     157 A        50 A        38 A   
  17.00 keV   3.419E-01  5.875E+00     163 A        51 A        40 A   
  18.00 keV   3.518E-01  5.966E+00     168 A        53 A        41 A   
  20.00 keV   3.709E-01  6.131E+00     180 A        56 A        43 A   
  22.50 keV   3.934E-01  6.314E+00     194 A        60 A        46 A   
  25.00 keV   4.146E-01  6.473E+00     207 A        63 A        49 A   
  27.50 keV   4.349E-01  6.614E+00     220 A        66 A        52 A   
  30.00 keV   4.542E-01  6.740E+00     233 A        70 A        55 A   
  32.50 keV   4.728E-01  6.853E+00     246 A        73 A        57 A   
  35.00 keV   4.906E-01  6.954E+00     258 A        76 A        60 A   
  37.50 keV   5.078E-01  7.046E+00     271 A        79 A        62 A   
  40.00 keV   5.245E-01  7.130E+00     283 A        82 A        65 A   
  45.00 keV   5.563E-01  7.276E+00     307 A        88 A        70 A   
  50.00 keV   5.864E-01  7.398E+00     330 A        93 A        74 A   
