 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> November 02, 2022 
 ==================================================================

 Disk File Name = SRIM Outputs\128Sb_194Pt.txt

 Ion = Antimony [51] , Mass = 128 amu

 Target Density =  2.1450E+01 g/cm3 = 6.6583E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Pt     78    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   3.898E-02  1.285E+00      28 A        23 A        17 A   
  11.00 keV   4.089E-02  1.334E+00      29 A        24 A        18 A   
  12.00 keV   4.270E-02  1.379E+00      31 A        25 A        19 A   
  13.00 keV   4.445E-02  1.422E+00      32 A        26 A        20 A   
  14.00 keV   4.613E-02  1.461E+00      33 A        27 A        20 A   
  15.00 keV   4.774E-02  1.499E+00      35 A        28 A        21 A   
  16.00 keV   4.931E-02  1.534E+00      36 A        29 A        22 A   
  17.00 keV   5.083E-02  1.567E+00      38 A        30 A        22 A   
  18.00 keV   5.230E-02  1.599E+00      39 A        31 A        23 A   
  20.00 keV   5.513E-02  1.657E+00      41 A        32 A        24 A   
  22.50 keV   5.847E-02  1.723E+00      45 A        34 A        26 A   
  25.00 keV   6.164E-02  1.783E+00      48 A        37 A        28 A   
  27.50 keV   6.465E-02  1.837E+00      51 A        39 A        29 A   
  30.00 keV   6.752E-02  1.886E+00      54 A        41 A        30 A   
  32.50 keV   7.028E-02  1.932E+00      56 A        43 A        32 A   
  35.00 keV   7.293E-02  1.973E+00      59 A        44 A        33 A   
  37.50 keV   7.549E-02  2.012E+00      62 A        46 A        34 A   
  40.00 keV   7.797E-02  2.048E+00      65 A        48 A        36 A   
  45.00 keV   8.270E-02  2.114E+00      70 A        52 A        38 A   
  50.00 keV   8.717E-02  2.171E+00      75 A        55 A        41 A   
