 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> August 17, 2018 
 ==================================================================

 Disk File Name = SRIM Outputs\58Ni_Si.txt

 Ion = Nickel [28] , Mass = 58 amu

 Target Density =  2.3212E+00 g/cm3 = 4.9770E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Si     14    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV / mm       
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
   8.00 MeV   2.740E+03  1.037E+02    5.09 um     4791 A      5865 A   
   9.00 MeV   3.059E+03  9.491E+01    5.42 um     4887 A      6052 A   
  10.00 MeV   3.350E+03  8.761E+01    5.72 um     4964 A      6207 A   
  11.00 MeV   3.614E+03  8.146E+01    6.00 um     5027 A      6337 A   
  12.00 MeV   3.851E+03  7.619E+01    6.26 um     5080 A      6449 A   
  13.00 MeV   4.065E+03  7.162E+01    6.50 um     5126 A      6547 A   
  14.00 MeV   4.257E+03  6.761E+01    6.74 um     5166 A      6633 A   
  15.00 MeV   4.430E+03  6.406E+01    6.96 um     5202 A      6711 A   
  16.00 MeV   4.587E+03  6.091E+01    7.18 um     5235 A      6781 A   
  17.00 MeV   4.729E+03  5.807E+01    7.39 um     5264 A      6845 A   
  18.00 MeV   4.858E+03  5.551E+01    7.59 um     5291 A      6904 A   
  20.00 MeV   5.084E+03  5.106E+01    7.99 um     5354 A      7009 A   
  22.50 MeV   5.318E+03  4.649E+01    8.46 um     5431 A      7122 A   
  25.00 MeV   5.512E+03  4.272E+01    8.92 um     5499 A      7220 A   
  27.50 MeV   5.676E+03  3.957E+01    9.36 um     5561 A      7306 A   
  30.00 MeV   5.817E+03  3.688E+01    9.79 um     5617 A      7384 A   
  32.50 MeV   5.940E+03  3.456E+01   10.21 um     5669 A      7455 A   
  35.00 MeV   6.050E+03  3.253E+01   10.63 um     5718 A      7519 A   
  37.50 MeV   6.148E+03  3.075E+01   11.03 um     5765 A      7579 A   
  40.00 MeV   6.237E+03  2.917E+01   11.43 um     5808 A      7635 A   
  45.00 MeV   6.392E+03  2.647E+01   12.22 um     5942 A      7737 A   
  50.00 MeV   6.524E+03  2.427E+01   12.99 um     6066 A      7828 A   
  55.00 MeV   6.639E+03  2.243E+01   13.75 um     6182 A      7911 A   
  60.00 MeV   6.739E+03  2.086E+01   14.49 um     6291 A      7988 A   
  65.00 MeV   6.826E+03  1.951E+01   15.22 um     6394 A      8059 A   
  70.00 MeV   6.903E+03  1.834E+01   15.95 um     6493 A      8125 A   
  80.00 MeV   7.030E+03  1.640E+01   17.38 um     6830 A      8247 A   
  90.00 MeV   7.126E+03  1.485E+01   18.79 um     7140 A      8358 A   
 100.00 MeV   7.198E+03  1.359E+01   20.18 um     7430 A      8460 A   
 110.00 MeV   7.249E+03  1.253E+01   21.56 um     7703 A      8555 A   
 120.00 MeV   7.286E+03  1.164E+01   22.94 um     7963 A      8645 A   
 130.00 MeV   7.279E+03  1.087E+01   24.31 um     8213 A      8731 A   
 140.00 MeV   7.217E+03  1.021E+01   25.68 um     8458 A      8814 A   
 150.00 MeV   7.187E+03  9.622E+00   27.07 um     8698 A      8895 A   
 160.00 MeV   7.148E+03  9.105E+00   28.46 um     8934 A      8973 A   
 170.00 MeV   7.103E+03  8.644E+00   29.86 um     9166 A      9050 A   
 180.00 MeV   7.053E+03  8.230E+00   31.27 um     9395 A      9125 A   
 200.00 MeV   6.941E+03  7.517E+00   34.13 um     1.03 um     9273 A   
 225.00 MeV   6.784E+03  6.791E+00   37.77 um     1.15 um     9455 A   
 250.00 MeV   6.619E+03  6.199E+00   41.49 um     1.27 um     9634 A   
 275.00 MeV   6.449E+03  5.708E+00   45.32 um     1.38 um     9814 A   
 300.00 MeV   6.280E+03  5.293E+00   49.24 um     1.49 um     9995 A   
 325.00 MeV   6.113E+03  4.937E+00   53.27 um     1.60 um     1.02 um  
 350.00 MeV   5.951E+03  4.628E+00   57.41 um     1.70 um     1.04 um  
 375.00 MeV   5.794E+03  4.358E+00   61.67 um     1.81 um     1.06 um  
 400.00 MeV   5.642E+03  4.119E+00   66.04 um     1.91 um     1.07 um  
 450.00 MeV   5.357E+03  3.716E+00   75.13 um     2.31 um     1.11 um  
 500.00 MeV   5.097E+03  3.388E+00   84.69 um     2.68 um     1.16 um  
 550.00 MeV   4.860E+03  3.116E+00   94.73 um     3.04 um     1.20 um  
 600.00 MeV   4.645E+03  2.887E+00  105.25 um     3.39 um     1.25 um  
 650.00 MeV   4.448E+03  2.690E+00  116.25 um     3.73 um     1.30 um  
 700.00 MeV   4.269E+03  2.520E+00  127.72 um     4.07 um     1.35 um  
 800.00 MeV   3.955E+03  2.240E+00  152.05 um     5.34 um     1.46 um  
 900.00 MeV   3.690E+03  2.018E+00  178.22 um     6.50 um     1.58 um  
   1.00 GeV   3.463E+03  1.838E+00  206.19 um     7.62 um     1.71 um  
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  1.0000E-01                 eV / Angstrom 
  1.0000E+00                keV / micron   
  1.0000E+00                MeV / mm       
  4.3083E-03                keV / (ug/cm2) 
  4.3083E-03                MeV / (mg/cm2) 
  4.3083E+00                keV / (mg/cm2) 
  2.0093E-01                 eV / (1E15 atoms/cm2)
  3.4856E-04                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
