 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> November 25, 2022 
 ==================================================================

 Disk File Name = SRIM Outputs\182Hg_Si.txt

 Ion = Mercury [80] , Mass = 182 amu

 Target Density =  2.3212E+00 g/cm3 = 4.9770E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Si     14    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
  10.00 MeV   1.653E+01  5.025E+00    2.12 um     1960 A      2034 A   
  11.00 MeV   1.712E+01  4.750E+00    2.31 um     2072 A      2174 A   
  12.00 MeV   1.767E+01  4.508E+00    2.50 um     2176 A      2308 A   
  13.00 MeV   1.821E+01  4.293E+00    2.69 um     2274 A      2437 A   
  14.00 MeV   1.874E+01  4.100E+00    2.88 um     2366 A      2560 A   
  15.00 MeV   1.926E+01  3.927E+00    3.06 um     2452 A      2678 A   
  16.00 MeV   1.978E+01  3.769E+00    3.25 um     2533 A      2791 A   
  17.00 MeV   2.029E+01  3.625E+00    3.43 um     2610 A      2900 A   
  18.00 MeV   2.081E+01  3.494E+00    3.60 um     2683 A      3005 A   
  20.00 MeV   2.183E+01  3.261E+00    3.95 um     2837 A      3202 A   
  22.50 MeV   2.311E+01  3.014E+00    4.36 um     3020 A      3429 A   
  25.00 MeV   2.438E+01  2.807E+00    4.76 um     3179 A      3636 A   
  27.50 MeV   2.565E+01  2.630E+00    5.15 um     3320 A      3826 A   
  30.00 MeV   2.690E+01  2.476E+00    5.52 um     3446 A      4000 A   
  32.50 MeV   2.813E+01  2.341E+00    5.88 um     3559 A      4161 A   
  35.00 MeV   2.934E+01  2.222E+00    6.22 um     3661 A      4310 A   
  37.50 MeV   3.052E+01  2.115E+00    6.55 um     3754 A      4447 A   
  40.00 MeV   3.169E+01  2.020E+00    6.88 um     3838 A      4576 A   
  45.00 MeV   3.393E+01  1.855E+00    7.49 um     4034 A      4808 A   
  50.00 MeV   3.607E+01  1.718E+00    8.07 um     4201 A      5012 A   
  55.00 MeV   3.810E+01  1.601E+00    8.63 um     4345 A      5194 A   
  60.00 MeV   4.004E+01  1.501E+00    9.16 um     4471 A      5357 A   
  65.00 MeV   4.189E+01  1.414E+00    9.66 um     4583 A      5505 A   
  70.00 MeV   4.365E+01  1.337E+00   10.15 um     4683 A      5639 A   
  80.00 MeV   4.695E+01  1.209E+00   11.07 um     4943 A      5876 A   
  90.00 MeV   4.999E+01  1.105E+00   11.93 um     5159 A      6079 A   
 100.00 MeV   5.279E+01  1.018E+00   12.75 um     5344 A      6256 A   
 110.00 MeV   5.540E+01  9.458E-01   13.53 um     5505 A      6413 A   
