 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> September 20, 2023 
 ==================================================================

 Disk File Name = SRIM Outputs\145Ba_7Li.txt

 Ion = Barium [56] , Mass = 145 amu

 Target Density =  5.3400E-01 g/cm3 = 4.5939E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Li      3    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   2.260E-01  6.795E+00     463 A        69 A        52 A   
  11.00 keV   2.370E-01  7.002E+00     489 A        72 A        55 A   
  12.00 keV   2.476E-01  7.191E+00     513 A        75 A        58 A   
  13.00 keV   2.577E-01  7.364E+00     537 A        78 A        60 A   
  14.00 keV   2.674E-01  7.525E+00     560 A        81 A        63 A   
  15.00 keV   2.768E-01  7.673E+00     583 A        83 A        65 A   
  16.00 keV   2.859E-01  7.812E+00     606 A        86 A        68 A   
  17.00 keV   2.947E-01  7.941E+00     628 A        89 A        70 A   
  18.00 keV   3.032E-01  8.063E+00     649 A        91 A        72 A   
  20.00 keV   3.196E-01  8.284E+00     692 A        96 A        77 A   
  22.50 keV   3.390E-01  8.527E+00     743 A       102 A        82 A   
  25.00 keV   3.574E-01  8.740E+00     794 A       107 A        87 A   
  27.50 keV   3.748E-01  8.927E+00     843 A       113 A        92 A   
  30.00 keV   3.915E-01  9.095E+00     891 A       118 A        97 A   
  32.50 keV   4.075E-01  9.244E+00     938 A       123 A       102 A   
  35.00 keV   4.228E-01  9.379E+00     985 A       128 A       106 A   
  37.50 keV   4.377E-01  9.501E+00    1030 A       133 A       111 A   
  40.00 keV   4.520E-01  9.612E+00    1076 A       137 A       115 A   
  45.00 keV   4.795E-01  9.804E+00    1165 A       147 A       124 A   
  50.00 keV   5.054E-01  9.966E+00    1252 A       156 A       133 A   
