 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> November 02, 2022 
 ==================================================================

 Disk File Name = SRIM Outputs\132Sb_Si.txt

 Ion = Antimony [51] , Mass = 132 amu

 Target Density =  2.3212E+00 g/cm3 = 4.9770E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Si     14    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   2.313E-01  5.105E+00     124 A        39 A        29 A   
  11.00 keV   2.426E-01  5.270E+00     131 A        41 A        31 A   
  12.00 keV   2.534E-01  5.422E+00     137 A        42 A        32 A   
  13.00 keV   2.637E-01  5.563E+00     144 A        44 A        33 A   
  14.00 keV   2.737E-01  5.693E+00     150 A        46 A        35 A   
  15.00 keV   2.833E-01  5.814E+00     156 A        47 A        36 A   
  16.00 keV   2.926E-01  5.928E+00     162 A        49 A        37 A   
  17.00 keV   3.016E-01  6.034E+00     168 A        50 A        38 A   
  18.00 keV   3.103E-01  6.134E+00     174 A        51 A        40 A   
  20.00 keV   3.271E-01  6.318E+00     185 A        54 A        42 A   
  22.50 keV   3.470E-01  6.521E+00     199 A        58 A        45 A   
  25.00 keV   3.657E-01  6.701E+00     212 A        61 A        47 A   
  27.50 keV   3.836E-01  6.861E+00     225 A        64 A        50 A   
  30.00 keV   4.006E-01  7.005E+00     238 A        67 A        53 A   
  32.50 keV   4.170E-01  7.134E+00     250 A        70 A        55 A   
  35.00 keV   4.327E-01  7.252E+00     262 A        73 A        57 A   
  37.50 keV   4.479E-01  7.360E+00     275 A        75 A        60 A   
  40.00 keV   4.626E-01  7.458E+00     287 A        78 A        62 A   
  45.00 keV   4.907E-01  7.632E+00     310 A        84 A        67 A   
  50.00 keV   5.172E-01  7.780E+00     333 A        89 A        71 A   
