 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> November 06, 2015 
 ==================================================================

 Disk File Name = SRIM Outputs\114Cd_114Cd.txt

 Ion = Cadmium [48] , Mass = 114 amu

 Target Density =  8.6420E+00 g/cm3 = 4.5651E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Cd     48    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   7.886E-02  1.994E+00      53 A        36 A        26 A   
  11.00 keV   8.271E-02  2.063E+00      57 A        38 A        27 A   
  12.00 keV   8.639E-02  2.126E+00      60 A        40 A        28 A   
  13.00 keV   8.992E-02  2.185E+00      62 A        41 A        30 A   
  14.00 keV   9.331E-02  2.240E+00      65 A        43 A        31 A   
  15.00 keV   9.659E-02  2.291E+00      68 A        45 A        32 A   
  16.00 keV   9.975E-02  2.340E+00      71 A        46 A        33 A   
  17.00 keV   1.028E-01  2.385E+00      74 A        48 A        34 A   
  18.00 keV   1.058E-01  2.428E+00      76 A        49 A        35 A   
  20.00 keV   1.115E-01  2.507E+00      81 A        52 A        37 A   
  22.50 keV   1.183E-01  2.595E+00      88 A        55 A        40 A   
  25.00 keV   1.247E-01  2.673E+00      94 A        59 A        42 A   
  27.50 keV   1.308E-01  2.743E+00     100 A        62 A        45 A   
  30.00 keV   1.366E-01  2.807E+00     106 A        65 A        47 A   
  32.50 keV   1.422E-01  2.865E+00     112 A        68 A        49 A   
  35.00 keV   1.475E-01  2.918E+00     118 A        71 A        51 A   
  37.50 keV   1.527E-01  2.967E+00     123 A        74 A        54 A   
  40.00 keV   1.577E-01  3.011E+00     129 A        77 A        56 A   
  45.00 keV   1.673E-01  3.092E+00     140 A        83 A        60 A   
  50.00 keV   1.763E-01  3.161E+00     151 A        88 A        64 A   
