 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> October 30, 2020 
 ==================================================================

 Disk File Name = SRIM Outputs\228Ra_Si.txt

 Ion = Radium [88] , Mass = 228 amu

 Target Density =  2.3212E+00 g/cm3 = 4.9770E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Si     14    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV / mm       
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   1.554E+02  1.349E+03     125 A        31 A        23 A   
  11.00 keV   1.630E+02  1.404E+03     130 A        33 A        24 A   
  12.00 keV   1.702E+02  1.456E+03     136 A        34 A        24 A   
  13.00 keV   1.772E+02  1.505E+03     142 A        35 A        25 A   
  14.00 keV   1.839E+02  1.551E+03     147 A        36 A        26 A   
  15.00 keV   1.903E+02  1.594E+03     152 A        37 A        27 A   
  16.00 keV   1.966E+02  1.635E+03     157 A        38 A        28 A   
  17.00 keV   2.026E+02  1.674E+03     162 A        39 A        29 A   
  18.00 keV   2.085E+02  1.711E+03     167 A        40 A        30 A   
  20.00 keV   2.198E+02  1.780E+03     176 A        42 A        31 A   
  22.50 keV   2.331E+02  1.859E+03     187 A        44 A        33 A   
  25.00 keV   2.457E+02  1.931E+03     197 A        46 A        35 A   
  27.50 keV   2.577E+02  1.996E+03     208 A        48 A        36 A   
  30.00 keV   2.692E+02  2.057E+03     218 A        50 A        38 A   
  32.50 keV   2.801E+02  2.113E+03     227 A        52 A        39 A   
  35.00 keV   2.907E+02  2.165E+03     237 A        54 A        41 A   
  37.50 keV   3.009E+02  2.213E+03     246 A        56 A        42 A   
  40.00 keV   3.108E+02  2.259E+03     255 A        57 A        44 A   
  45.00 keV   3.296E+02  2.342E+03     272 A        60 A        47 A   
  50.00 keV   3.475E+02  2.416E+03     289 A        64 A        49 A   
