 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> October 30, 2020 
 ==================================================================

 Disk File Name = SRIM Outputs\224Rn_Si.txt

 Ion = Radon [86] , Mass = 224 amu

 Target Density =  2.3212E+00 g/cm3 = 4.9770E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Si     14    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV / mm       
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   1.543E+02  1.343E+03     124 A        31 A        23 A   
  11.00 keV   1.618E+02  1.398E+03     130 A        33 A        24 A   
  12.00 keV   1.690E+02  1.450E+03     136 A        34 A        25 A   
  13.00 keV   1.759E+02  1.498E+03     141 A        35 A        26 A   
  14.00 keV   1.826E+02  1.543E+03     147 A        36 A        26 A   
  15.00 keV   1.890E+02  1.585E+03     152 A        37 A        27 A   
  16.00 keV   1.952E+02  1.626E+03     157 A        38 A        28 A   
  17.00 keV   2.012E+02  1.664E+03     162 A        39 A        29 A   
  18.00 keV   2.070E+02  1.701E+03     166 A        40 A        30 A   
  20.00 keV   2.182E+02  1.769E+03     176 A        42 A        31 A   
  22.50 keV   2.315E+02  1.847E+03     187 A        45 A        33 A   
  25.00 keV   2.440E+02  1.917E+03     197 A        47 A        35 A   
  27.50 keV   2.559E+02  1.982E+03     208 A        49 A        37 A   
  30.00 keV   2.673E+02  2.041E+03     218 A        51 A        38 A   
  32.50 keV   2.782E+02  2.096E+03     227 A        52 A        40 A   
  35.00 keV   2.887E+02  2.147E+03     237 A        54 A        41 A   
  37.50 keV   2.988E+02  2.195E+03     246 A        56 A        43 A   
  40.00 keV   3.086E+02  2.239E+03     255 A        58 A        44 A   
  45.00 keV   3.274E+02  2.321E+03     273 A        61 A        47 A   
  50.00 keV   3.451E+02  2.393E+03     290 A        64 A        50 A   
