 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> October 05, 2023 
 ==================================================================

 Disk File Name = SRIM Outputs\7Li_7Li.txt

 Ion = Lithium [3] , Mass = 7 amu

 Target Density =  5.3400E-01 g/cm3 = 4.5939E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Li      3    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
   5.50 MeV   2.404E+00  1.381E-03   38.36 um     1.20 um     7263 A   
   6.00 MeV   2.291E+00  1.279E-03   42.35 um     1.33 um     7497 A   
   6.50 MeV   2.186E+00  1.192E-03   46.53 um     1.46 um     7744 A   
   7.00 MeV   2.090E+00  1.116E-03   50.91 um     1.59 um     8002 A   
   8.00 MeV   1.918E+00  9.920E-04   60.26 um     2.07 um     8559 A   
   9.00 MeV   1.772E+00  8.938E-04   70.42 um     2.53 um     9173 A   
  10.00 MeV   1.646E+00  8.140E-04   81.38 um     2.97 um     9846 A   
  11.00 MeV   1.536E+00  7.480E-04   93.16 um     3.41 um     1.06 um  
  12.00 MeV   1.440E+00  6.923E-04  105.75 um     3.85 um     1.14 um  
  13.00 MeV   1.355E+00  6.447E-04  119.15 um     4.30 um     1.22 um  
  14.00 MeV   1.280E+00  6.035E-04  133.37 um     4.75 um     1.32 um  
  15.00 MeV   1.215E+00  5.674E-04  148.38 um     5.21 um     1.41 um  
  16.00 MeV   1.150E+00  5.357E-04  164.21 um     5.68 um     1.52 um  
  17.00 MeV   1.087E+00  5.074E-04  180.96 um     6.16 um     1.63 um  
  18.00 MeV   1.038E+00  4.821E-04  198.58 um     6.65 um     1.75 um  
  20.00 MeV   9.528E-01  4.387E-04  236.24 um     8.54 um     2.00 um  
  22.50 MeV   8.660E-01  3.948E-04  287.78 um    11.25 um     2.35 um  
  25.00 MeV   7.951E-01  3.591E-04  344.20 um    13.81 um     2.74 um  
  27.50 MeV   7.360E-01  3.296E-04  405.39 um    16.32 um     3.16 um  
  30.00 MeV   6.859E-01  3.048E-04  471.28 um    18.81 um     3.62 um  
  32.50 MeV   6.427E-01  2.836E-04  541.78 um    21.31 um     4.11 um  
  35.00 MeV   6.052E-01  2.653E-04  616.84 um    23.84 um     4.62 um  
  37.50 MeV   5.722E-01  2.493E-04  696.38 um    26.38 um     5.17 um  
  40.00 MeV   5.429E-01  2.352E-04  780.37 um    28.96 um     5.76 um  
  45.00 MeV   4.932E-01  2.114E-04  961.32 um    38.71 um     7.01 um  
  50.00 MeV   4.525E-01  1.922E-04    1.16 mm    47.85 um     8.37 um  
  55.00 MeV   4.185E-01  1.763E-04    1.37 mm    56.77 um     9.85 um  
  60.00 MeV   3.897E-01  1.630E-04    1.61 mm    65.62 um    11.44 um  
  65.00 MeV   3.649E-01  1.515E-04    1.85 mm    74.49 um    13.13 um  
  70.00 MeV   3.433E-01  1.417E-04    2.12 mm    83.44 um    14.94 um  
  80.00 MeV   3.075E-01  1.255E-04    2.70 mm   116.80 um    18.86 um  
  90.00 MeV   2.791E-01  1.127E-04    3.33 mm   147.87 um    23.18 um  
 100.00 MeV   2.558E-01  1.024E-04    4.04 mm   178.19 um    27.91 um  
 110.00 MeV   2.364E-01  9.390E-05    4.80 mm   208.40 um    33.02 um  
 120.00 MeV   2.200E-01  8.674E-05    5.62 mm   238.77 um    38.52 um  
 130.00 MeV   2.059E-01  8.063E-05    6.50 mm   269.46 um    44.38 um  
 140.00 MeV   1.937E-01  7.535E-05    7.44 mm   300.55 um    50.62 um  
 150.00 MeV   1.830E-01  7.075E-05    8.43 mm   332.09 um    57.22 um  
 160.00 MeV   1.735E-01  6.669E-05    9.48 mm   364.11 um    64.17 um  
 170.00 MeV   1.650E-01  6.309E-05   10.59 mm   396.61 um    71.48 um  
 180.00 MeV   1.574E-01  5.988E-05   11.75 mm   429.60 um    79.12 um  
 200.00 MeV   1.444E-01  5.437E-05   14.23 mm   555.61 um    95.45 um  
 225.00 MeV   1.311E-01  4.881E-05   17.64 mm   735.91 um   117.72 um  
 250.00 MeV   1.203E-01  4.431E-05   21.37 mm   906.16 um   142.00 um  
 275.00 MeV   1.113E-01  4.060E-05   25.41 mm     1.07 mm   168.24 um  
 300.00 MeV   1.037E-01  3.748E-05   29.77 mm     1.24 mm   196.37 um  
 325.00 MeV   9.726E-02  3.482E-05   34.43 mm     1.40 mm   226.35 um  
 350.00 MeV   9.164E-02  3.252E-05   39.39 mm     1.57 mm   258.13 um  
 375.00 MeV   8.673E-02  3.052E-05   44.64 mm     1.74 mm   291.67 um  
 400.00 MeV   8.239E-02  2.876E-05   50.18 mm     1.91 mm   326.92 um  
 450.00 MeV   7.507E-02  2.580E-05   62.09 mm     2.55 mm   402.44 um  
 500.00 MeV   6.913E-02  2.342E-05   75.08 mm     3.14 mm   484.36 um  
 550.00 MeV   6.422E-02  2.144E-05   89.14 mm     3.72 mm   572.42 um  
 600.00 MeV   6.007E-02  1.979E-05  104.21 mm     4.29 mm   666.35 um  
 650.00 MeV   5.653E-02  1.838E-05  120.28 mm     4.86 mm   765.93 um  
 700.00 MeV   5.347E-02  1.716E-05  137.31 mm     5.43 mm   870.92 um  
 800.00 MeV   4.844E-02  1.517E-05  174.12 mm     7.53 mm     1.10 mm  
 900.00 MeV   4.447E-02  1.360E-05  214.47 mm     9.45 mm     1.34 mm  
   1.00 GeV   4.126E-02  1.234E-05  258.19 mm    11.30 mm     1.60 mm  
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  5.3398E+00                 eV / Angstrom 
  5.3398E+01                keV / micron   
  5.3398E+01                MeV / mm       
  1.0000E+00                keV / (ug/cm2) 
  1.0000E+00                MeV / (mg/cm2) 
  1.0000E+03                keV / (mg/cm2) 
  1.1624E+01                 eV / (1E15 atoms/cm2)
  6.2262E-01                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
