 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> November 02, 2022 
 ==================================================================

 Disk File Name = SRIM Outputs\130Sb_Si.txt

 Ion = Antimony [51] , Mass = 130 amu

 Target Density =  2.3212E+00 g/cm3 = 4.9770E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Si     14    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   2.331E-01  5.113E+00     123 A        39 A        29 A   
  11.00 keV   2.445E-01  5.278E+00     130 A        41 A        31 A   
  12.00 keV   2.553E-01  5.430E+00     137 A        42 A        32 A   
  13.00 keV   2.658E-01  5.570E+00     143 A        44 A        33 A   
  14.00 keV   2.758E-01  5.700E+00     149 A        46 A        35 A   
  15.00 keV   2.855E-01  5.821E+00     155 A        47 A        36 A   
  16.00 keV   2.948E-01  5.934E+00     161 A        49 A        37 A   
  17.00 keV   3.039E-01  6.040E+00     167 A        50 A        38 A   
  18.00 keV   3.127E-01  6.140E+00     173 A        52 A        40 A   
  20.00 keV   3.296E-01  6.323E+00     184 A        54 A        42 A   
  22.50 keV   3.496E-01  6.525E+00     198 A        58 A        45 A   
  25.00 keV   3.685E-01  6.704E+00     211 A        61 A        47 A   
  27.50 keV   3.865E-01  6.863E+00     224 A        64 A        50 A   
  30.00 keV   4.037E-01  7.006E+00     237 A        67 A        53 A   
  32.50 keV   4.202E-01  7.135E+00     249 A        70 A        55 A   
  35.00 keV   4.361E-01  7.252E+00     261 A        73 A        57 A   
  37.50 keV   4.514E-01  7.359E+00     273 A        76 A        60 A   
  40.00 keV   4.662E-01  7.457E+00     285 A        78 A        62 A   
  45.00 keV   4.944E-01  7.629E+00     309 A        84 A        67 A   
  50.00 keV   5.212E-01  7.776E+00     332 A        89 A        71 A   
