 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> April 14, 2016 
 ==================================================================

 Disk File Name = SRIM Outputs\66Ni_206Pb.txt

 Ion = Nickel [28] , Mass = 66 amu

 Target Density =  1.1344E+01 g/cm3 = 3.3161E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Pb     82    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   3.239E-02  6.100E-01      67 A        71 A        55 A   
  11.00 keV   3.397E-02  6.289E-01      71 A        75 A        58 A   
  12.00 keV   3.549E-02  6.462E-01      75 A        79 A        61 A   
  13.00 keV   3.693E-02  6.622E-01      79 A        83 A        64 A   
  14.00 keV   3.833E-02  6.769E-01      83 A        86 A        67 A   
  15.00 keV   3.967E-02  6.906E-01      87 A        90 A        70 A   
  16.00 keV   4.097E-02  7.034E-01      91 A        93 A        72 A   
  17.00 keV   4.224E-02  7.153E-01      95 A        97 A        75 A   
  18.00 keV   4.346E-02  7.265E-01      99 A       100 A        78 A   
  20.00 keV   4.581E-02  7.470E-01     106 A       107 A        83 A   
  22.50 keV   4.859E-02  7.695E-01     116 A       115 A        89 A   
  25.00 keV   5.122E-02  7.893E-01     125 A       123 A        96 A   
  27.50 keV   5.372E-02  8.069E-01     134 A       131 A       102 A   
  30.00 keV   5.611E-02  8.225E-01     143 A       138 A       108 A   
  32.50 keV   5.840E-02  8.365E-01     152 A       146 A       114 A   
  35.00 keV   6.060E-02  8.492E-01     160 A       153 A       119 A   
  37.50 keV   6.273E-02  8.607E-01     169 A       160 A       125 A   
  40.00 keV   6.479E-02  8.712E-01     178 A       168 A       131 A   
  45.00 keV   6.872E-02  8.895E-01     195 A       182 A       142 A   
  50.00 keV   7.243E-02  9.049E-01     212 A       195 A       153 A   
